,company_id,company_name,last_year_of_employment,location,job_type,job_level,department,job_title,equal_opportunity,leadership_female_representation,women_management_opportunities,maternity_adoptive_leave,family_growth_support,paid_time_off,flexible_work_hours,ability_to_telecommute,salary_satisfaction,sponsorship_or_mentorship_program,learning_opportunities,wellness_initiatives,employer_responsiveness,people_you_work_with,social_activities_environment,overall_satisfaction,asked_pay_raise_last_12_months,think_pt_buiz_doing_enough_to_address_gender_pay_gap,think_gov_doing_enough_to_address_gender_pay_gap,confidence_in_ability_to_negotiate_salary,sex_orientation,gender,marital_status,children,education,salary,opportunity,family,schedule_flex,enrichment,culture
6840,6840,Novo Banco,2020,Évora,Contract,Early Career,Human Resources,District Sales Manager Retail,0.0,7,5,3.0,6,2.0,1.0,3,4.0,6,5.0,4.0,10,2.0,7,4.32,2,1,0,2.0,Heterosexual,Male,1,0,1,13760.2,4.0,4.5,2.0,4.75,6.33
6841,6841,Chipidea,2020,Castelo Branco,Contract,Senior-Level,Business Intelligence,Librarian,2.342673888109258,8,6,5.0,7,2.0,5.0,4,2.0,5,3.0,2.0,8,4.0,4,4.69,1,0,1,3.0,Gay/Lesbian,Female,1,0,2,10147.02,5.45,6.0,3.67,3.0,5.33
6842,6842,Sonae Indústria,2020,Braga,Contract,Senior-Level,Marketing,Naval Architect,2.341452007743492,7,9,3.0,6,5.0,2.0,6,2.0,3,5.0,2.0,7,3.0,3,4.45,0,0,0,3.0,Other,Male,1,1,0,15752.26,6.11,4.5,4.33,3.0,4.33
6843,6843,Sonae,2020,Lisboa,Full-time,Senior-Level,Business Intelligence,Business Intelligence Analyst,2.2351859491592787,6,5,3.0,5,2.0,4.0,6,3.0,5,3.0,4.0,8,2.0,8,4.43,2,0,0,2.0,Heterosexual,Male,0,0,2,23798.83,4.41,4.0,4.0,3.75,6.0
6844,6844,Media Capital,2020,Açores,Part-time,Senior-Level,Admin,Accounting Manager,2.133086888064003,5,6,1.0,7,3.0,2.0,5,1.0,6,3.0,3.0,4,2.0,8,3.93,0,1,1,4.0,Bisexual,Male,0,1,2,22300.43,4.38,4.0,3.33,3.25,4.67
6845,6845,Move Interactive,2008,Santarém,Part-time,Mid-Level,Business Development,Production Supervisor,1.4957923899824825,5,8,4.0,4,4.0,5.0,5,4.0,5,2.0,4.0,6,3.0,9,4.65,2,0,0,1.0,Heterosexual,Female,1,0,0,25622.75,4.83,4.0,4.67,3.75,6.0
6846,6846,Corticeira Amorim,2020,Portalegre,Part-time,Mid-Level,Marketing,Risk Manager,4.046652918384822,6,5,4.0,5,1.0,3.0,6,4.0,6,3.0,2.0,6,3.0,7,4.39,0,1,1,2.0,Other,Female,0,0,0,28577.9,5.02,4.5,3.33,3.75,5.33
6847,6847,Logoplaste,2010,Bragança,Temporary,Early Career,Other,Business Development Executive,3.4059728851575124,5,7,3.0,4,4.0,3.0,4,4.0,6,3.0,1.0,5,3.0,7,4.16,2,1,0,3.0,Bisexual,Male,0,0,1,22917.47,5.14,3.5,3.67,3.5,5.0
6848,6848,Ambar – Ideas on Paper S.A.,2020,Aveiro,Part-time,Early Career,Admin,Forensic Scientist,3.8652657598403213,4,7,2.0,6,2.0,5.0,7,2.0,8,4.0,2.0,5,1.0,5,4.26,0,1,0,3.0,Bisexual,Male,1,1,0,17104.52,4.96,4.0,4.67,4.0,3.67
6849,6849,Caixa Geral de Depósitos,2020,Açores,Temporary,Early Career,Design,Landscape Architect,3.3110184047655196,7,6,3.0,4,3.0,3.0,4,3.0,8,3.0,3.0,5,2.0,3,3.97,1,1,1,2.0,Gay/Lesbian,Male,0,1,0,12584.74,5.44,3.5,3.33,4.25,3.33
6850,6850,Fábrica Nacional de Munições de Armas Ligeiras,2020,Santarém,Part-time,Mid-Level,Accounting & Finance,Instructional Designer,3.4219908078508556,7,5,3.0,4,2.0,2.0,6,3.0,7,2.0,3.0,5,2.0,5,3.94,2,0,0,5.0,Heterosexual,Male,1,1,0,18919.67,5.14,3.5,3.33,3.75,4.0
6851,6851,Corticeira Amorim,2012,Santarém,Other,Executive,Human Resources,Charge Nurse,2.809224245893842,6,5,4.0,7,1.0,5.0,6,3.0,9,4.0,1.0,3,3.0,5,4.4,1,0,1,4.0,Gay/Lesbian,Male,1,0,0,27097.58,4.6,5.5,4.0,4.25,3.67
6852,6852,Biotecnol,2020,Porto,Other,Early Career,Customer Service,Media Planner,3.4475255659741846,5,7,4.0,4,3.0,3.0,7,3.0,4,3.0,4.0,5,3.0,5,4.26,0,0,0,1.0,Heterosexual,Female,1,1,1,27591.08,5.15,4.0,4.33,3.5,4.33
6853,6853,Jerónimo Martins,2020,Guarda,Internship,Early Career,Tech,Assistant Accountant,4.983337698733559,5,6,3.0,5,4.0,4.0,4,2.0,7,4.0,5.0,4,3.0,5,4.37,0,0,0,4.0,Other,Female,0,1,1,27806.96,5.33,4.0,4.0,4.5,4.0
6854,6854,Sovena Group,2001,Vila Real,Part-time,Early Career,Communications,Construction Project Manager,2.7292459181863427,4,8,3.0,6,3.0,2.0,6,2.0,3,2.0,5.0,6,3.0,6,4.22,2,1,0,2.0,Gay/Lesbian,Female,0,0,0,9610.56,4.91,4.5,3.67,3.0,5.0
6855,6855,Tupam editores,2020,Portalegre,Full-time,Senior-Level,Human Resources,Plant Manager,2.0858975873273073,5,6,1.0,3,4.0,3.0,7,4.0,4,3.0,2.0,5,2.0,4,3.59,0,1,1,3.0,Heterosexual,Female,0,0,0,24669.57,4.36,2.0,4.67,3.25,3.67
6856,6856,Jerónimo Martins,2004,Guarda,Part-time,Executive,Engineering,Preschool Teacher,3.4440672632371516,8,8,4.0,7,2.0,4.0,5,4.0,7,3.0,3.0,6,2.0,7,4.98,2,0,0,4.0,Heterosexual,Male,0,0,1,22605.08,6.48,5.5,3.67,4.25,5.0
6857,6857,SAPO,2004,Viana do Castelo,Part-time,Executive,Engineering,Carpenter,3.0504843942892403,10,3,2.0,5,3.0,3.0,7,2.0,6,4.0,4.0,5,2.0,6,4.3,1,1,0,1.0,Bisexual,Male,1,0,0,15500.96,5.35,3.5,4.33,4.0,4.33
6858,6858,Quidgest,2020,Leiria,Other,Mid-Level,Business Intelligence,Sales Agent,2.7542042445345616,10,5,3.0,5,1.0,2.0,4,0.0,7,1.0,2.0,6,3.0,5,3.88,0,0,0,3.0,Heterosexual,Male,0,1,0,15687.13,5.92,4.0,2.33,2.5,4.67
6859,6859,Vista Alegre,2000,Leiria,Internship,Early Career,Business Intelligence,DevOps Engineer,4.817013661289529,5,5,2.0,4,3.0,1.0,5,2.0,8,2.0,4.0,7,4.0,4,3.99,2,0,0,3.0,Heterosexual,Male,0,0,2,5534.23,4.94,3.0,3.0,4.0,5.0
6860,6860,Sonae,2020,Castelo Branco,Other,Early Career,Management,Geologist,2.426213717915772,4,6,4.0,6,3.0,5.0,7,2.0,7,3.0,2.0,5,4.0,4,4.39,0,0,0,2.0,Bisexual,Female,1,1,0,20155.66,4.14,5.0,5.0,3.5,4.33
6861,6861,Unicer Brewery,2015,Viseu,Temporary,Senior-Level,Customer Service,Purchasing Assistant,3.6190776318439095,7,6,4.0,5,2.0,2.0,6,1.0,4,4.0,4.0,6,4.0,7,4.46,0,1,0,3.0,Gay/Lesbian,Male,1,0,2,17238.92,5.54,4.5,3.33,3.25,5.67
6862,6862,Ironhack,2020,Lisboa,Contract,Senior-Level,Accounting & Finance,Administrative Coordinator,3.1668155071056874,6,8,3.0,10,2.0,2.0,6,3.0,3,4.0,4.0,5,3.0,5,4.68,1,0,1,3.0,Other,Female,0,0,0,24687.47,5.72,6.5,3.33,3.5,4.33
6863,6863,Cofina,2020,Guarda,Temporary,Mid-Level,Tech,Animator,3.8554906967089377,7,5,2.0,7,3.0,2.0,6,1.0,5,3.0,3.0,8,2.0,8,4.49,0,1,1,4.0,Heterosexual,Male,1,1,1,33066.82,5.29,4.5,3.67,3.0,6.0
6864,6864,Ironhack,2020,Bragança,Part-time,Executive,IT,Library Assistant,4.2206968539532665,6,5,2.0,5,3.0,3.0,3,2.0,4,3.0,3.0,8,2.0,6,3.98,2,1,0,5.0,Heterosexual,Other,0,0,0,25768.82,5.07,3.5,3.0,3.0,5.33
6865,6865,Vista Alegre,2020,Leiria,Full-time,Mid-Level,Admin,Treasurer,3.6180812590339473,5,3,4.0,3,3.0,2.0,3,4.0,5,2.0,4.0,6,2.0,9,3.89,1,1,1,1.0,Heterosexual,Female,0,1,1,24628.25,3.87,3.5,2.67,3.75,5.67
6866,6866,Media Capital,2013,Guarda,Full-time,Senior-Level,Design,Mental Health Therapist,3.3331208095956066,6,7,1.0,9,2.0,4.0,6,1.0,5,3.0,4.0,5,3.0,5,4.4,0,0,0,4.0,Bisexual,Male,1,1,1,11678.06,5.44,5.0,4.0,3.25,4.33
6867,6867,Cimpor,2020,Porto,Full-time,Senior-Level,IT,Reporting Analyst,3.132100611336454,9,6,3.0,5,3.0,2.0,6,5.0,3,3.0,2.0,10,3.0,7,4.73,2,1,0,3.0,Heterosexual,Male,0,1,1,23894.87,6.04,4.0,3.67,3.25,6.67
6868,6868,Energias de Portugal (EDP),2020,Viana do Castelo,Part-time,Early Career,Engineering,Sales Manager,2.385345847666777,4,4,4.0,5,1.0,2.0,8,2.0,3,4.0,2.0,9,4.0,6,4.14,0,0,0,2.0,Heterosexual,Non-Binary,1,1,1,8180.75,3.46,4.5,3.67,2.75,6.33
6869,6869,Central de Cervejas,2020,Viseu,Internship,Executive,Marketing,Recruiter,0.0,4,9,4.0,7,3.0,3.0,4,3.0,7,2.0,3.0,6,1.0,7,4.32,0,1,0,3.0,Heterosexual,Male,0,0,2,27284.82,4.33,5.5,3.33,3.75,4.67
6870,6870,Pingo Doce,2008,Açores,Internship,Senior-Level,Legal,LPN,3.3764595641115176,9,7,4.0,7,3.0,3.0,5,4.0,9,3.0,5.0,4,2.0,7,5.04,1,0,1,3.0,Gay/Lesbian,Female,1,0,0,20988.18,6.46,5.5,3.67,5.25,4.33
6871,6871,Tranquilidade,2008,Madeira,Temporary,Executive,Management,Area Manager,2.6018467533539087,5,4,2.0,5,2.0,2.0,5,4.0,8,4.0,2.0,6,3.0,3,3.77,0,1,1,3.0,Other,Male,0,0,1,19192.13,3.87,3.5,3.0,4.5,4.0
6872,6872,Ambar – Ideas on Paper S.A.,2020,Aveiro,Contract,Executive,Human Resources,Event Planner,2.515831509107592,3,6,1.0,8,3.0,3.0,4,4.0,9,2.0,2.0,9,5.0,6,4.52,1,1,1,3.0,Heterosexual,Male,1,1,0,28706.64,3.84,4.5,3.33,4.25,6.67
6873,6873,Impresa,2020,Leiria,Temporary,Senior-Level,Accounting & Finance,Infant Teacher,3.1776579561158416,7,6,4.0,7,4.0,2.0,5,2.0,5,5.0,4.0,6,4.0,8,4.91,1,0,1,3.0,Gay/Lesbian,Male,0,1,2,20397.18,5.39,5.5,3.67,4.0,6.0
6874,6874,Galp Energia,2013,Santarém,Other,Mid-Level,Business Development,Academic Advisor,2.2989420491844843,7,4,0.0,10,5.0,4.0,3,3.0,6,2.0,2.0,6,4.0,3,4.2,2,1,0,5.0,Bisexual,Male,1,1,0,6657.73,4.43,5.0,4.0,3.25,4.33
6875,6875,Logoplaste,2007,Santarém,Contract,Senior-Level,Operations,Marketing Assistant,3.282588935982965,8,5,3.0,6,4.0,2.0,5,3.0,5,2.0,3.0,4,3.0,8,4.37,1,0,1,3.0,Heterosexual,Other,1,1,2,18581.65,5.43,4.5,3.67,3.25,5.0
6876,6876,Galp Energia,2020,Faro,Contract,Early Career,Sales,Production Supervisor,2.748198588721626,7,3,3.0,8,3.0,0.0,3,4.0,5,2.0,4.0,6,2.0,6,4.03,0,0,1,5.0,Heterosexual,Female,1,1,1,22948.39,4.25,5.5,2.0,3.75,4.67
6877,6877,EFACEC,2020,Portalegre,Other,Executive,Design,Valet,3.2436614650296574,6,11,2.0,7,2.0,3.0,5,0.0,8,3.0,1.0,8,3.0,6,4.65,1,0,1,3.0,Gay/Lesbian,Female,1,1,2,21897.47,6.75,4.5,3.33,3.0,5.67
6878,6878,Semapa,2020,Porto,Part-time,Senior-Level,Human Resources,IT Manager,1.1133644192771683,4,7,4.0,5,4.0,4.0,4,3.0,5,4.0,2.0,7,1.0,7,4.21,0,1,0,3.0,Gay/Lesbian,Female,1,0,2,19033.78,4.04,4.5,4.0,3.5,5.0
6879,6879,Caixa Geral de Depósitos,2003,Beja,Part-time,Early Career,Human Resources,Auditor,4.090288824086477,5,4,3.0,9,2.0,5.0,7,4.0,10,2.0,4.0,6,3.0,12,5.41,2,0,0,4.0,Heterosexual,Male,0,1,1,9957.59,4.36,6.0,4.67,5.0,7.0
6880,6880,Novo Banco,2020,Madeira,Full-time,Early Career,Marketing,Hair Stylist,0.7906520364962493,10,7,2.0,8,5.0,2.0,7,0.0,5,2.0,4.0,11,2.0,4,4.8,0,1,0,3.0,Gay/Lesbian,Female,0,1,1,21880.51,5.93,5.0,4.67,2.75,5.67
6881,6881,Banco Comercial Português,2007,Açores,Part-time,Senior-Level,Human Resources,Recruitment Consultant,3.594831273439576,5,4,3.0,5,1.0,3.0,7,3.0,7,5.0,3.0,3,3.0,8,4.21,2,1,0,3.0,Heterosexual,Female,1,0,0,13284.97,4.2,4.0,3.67,4.5,4.67
6882,6882,Tabaqueira,2018,Lisboa,Internship,Executive,IT,Grocery Clerk,2.962814964974194,5,7,4.0,6,3.0,2.0,7,4.0,7,5.0,3.0,6,4.0,4,4.68,1,1,1,3.0,Gay/Lesbian,Female,0,1,2,18895.74,4.99,5.0,4.0,4.75,4.67
6883,6883,NOS,2009,Portalegre,Internship,Executive,Legal,Psychologist,2.776002830309734,5,7,3.0,4,2.0,4.0,7,3.0,7,4.0,2.0,10,3.0,9,4.82,2,1,1,4.0,Heterosexual,Female,0,0,0,24198.76,4.93,3.5,4.33,4.0,7.33
6884,6884,UMM,2020,Madeira,Part-time,Senior-Level,Research & Development,Car Salesman,3.941045323384542,5,7,4.0,6,3.0,4.0,8,2.0,10,2.0,2.0,8,5.0,6,5.13,2,0,1,2.0,Gay/Lesbian,Male,1,1,1,14287.48,5.31,5.0,5.0,4.0,6.33
6885,6885,Semapa,2018,Évora,Full-time,Executive,Communications,Desktop Support Specialist,2.6502156445429748,6,5,5.0,9,4.0,2.0,6,2.0,6,4.0,3.0,6,3.0,10,5.13,1,0,1,2.0,Heterosexual,Non-Binary,1,1,2,29023.66,4.55,7.0,4.0,3.75,6.33
6886,6886,SIC,2007,Braga,Contract,Executive,Engineering,Medical Sales Representative,3.7980783351513847,8,5,2.0,7,3.0,4.0,5,2.0,10,4.0,4.0,3,4.0,8,4.82,1,0,0,3.0,Heterosexual,Female,0,0,1,0.0,5.6,4.5,4.0,5.0,5.0
6887,6887,Iberomoldes,2020,Faro,Contract,Executive,Management,Internal Medicine Resident,1.6289882828829865,5,8,1.0,5,1.0,3.0,6,2.0,6,3.0,2.0,5,4.0,6,3.89,2,0,1,1.0,Heterosexual,Male,0,1,0,28566.33,4.88,3.0,3.33,3.25,5.0
6888,6888,Impresa,2020,Aveiro,Internship,Early Career,Product,Data Engineer,3.740498294892156,6,4,1.0,8,4.0,2.0,6,2.0,6,4.0,4.0,7,4.0,4,4.42,1,0,1,3.0,Gay/Lesbian,Female,1,0,0,28981.66,4.58,4.5,4.0,4.0,5.0
6889,6889,"CTT Correios de Portugal, S.A. (CTT)",2020,Castelo Branco,Contract,Mid-Level,Operations,Public Relations Specialist,3.2975335345259382,7,4,2.0,5,4.0,3.0,5,3.0,5,5.0,4.0,5,2.0,7,4.24,2,0,0,3.0,Gay/Lesbian,Female,0,1,0,15683.92,4.77,3.5,4.0,4.25,4.67
6890,6890,NOS,2016,Açores,Full-time,Mid-Level,Admin,Marketing Consultant,2.6016431011438157,6,5,2.0,4,1.0,5.0,4,2.0,9,2.0,3.0,9,4.0,5,4.17,1,0,0,5.0,Other,Female,0,1,2,19244.89,4.53,3.0,3.33,4.0,6.0
6891,6891,Galp Energia,2020,Santarém,Part-time,Early Career,Business Development,Lawyer,1.69725034567939,5,6,4.0,5,2.0,3.0,9,2.0,5,3.0,4.0,5,3.0,7,4.38,0,1,0,2.0,Other,Other,0,1,2,22942.4,4.23,4.5,4.67,3.5,5.0
6892,6892,TIMWE,2020,Viseu,Part-time,Mid-Level,Product,Brand Manager,3.851662992292141,5,6,3.0,7,3.0,3.0,4,2.0,5,2.0,2.0,7,4.0,7,4.41,0,0,0,2.0,Heterosexual,Male,0,1,1,0.0,4.95,5.0,3.33,2.75,6.0
6893,6893,Vista Alegre,2001,Portalegre,Full-time,Executive,Other,Medical Transcriptionist,3.5494003711753734,6,8,2.0,4,4.0,4.0,7,2.0,6,4.0,3.0,7,3.0,5,4.52,1,0,1,4.0,Heterosexual,Male,1,0,0,7174.89,5.85,3.0,5.0,3.75,5.0
6894,6894,Ironhack,2020,Portalegre,Contract,Senior-Level,Business Development,Budget Analyst,1.846569855436651,5,6,2.0,8,4.0,4.0,5,3.0,6,3.0,3.0,7,3.0,4,4.41,1,1,0,2.0,Gay/Lesbian,Female,1,0,1,3439.27,4.28,5.0,4.33,3.75,4.67
6895,6895,Media Capital,2014,Guarda,Other,Mid-Level,Accounting & Finance,Area Sales Manager,2.9202338292087755,8,6,3.0,4,3.0,4.0,6,2.0,5,3.0,3.0,6,3.0,6,4.34,1,1,1,3.0,Heterosexual,Other,1,1,1,10753.97,5.64,3.5,4.33,3.25,5.0
6896,6896,Ironhack,2008,Açores,Other,Senior-Level,Product,Mobile Developer,2.5995857085304857,6,4,3.0,7,4.0,3.0,6,4.0,6,3.0,4.0,9,4.0,6,4.82,2,0,1,3.0,Heterosexual,Male,1,1,0,3860.27,4.2,5.0,4.33,4.25,6.33
6897,6897,Energias de Portugal (EDP),2015,Guarda,Full-time,Early Career,Operations,Quality Control Technician,3.249341160402072,4,7,3.0,8,2.0,4.0,5,3.0,6,3.0,4.0,3,4.0,8,4.58,0,0,1,3.0,Heterosexual,Female,0,0,2,26192.85,4.75,5.5,3.67,4.0,5.0
6898,6898,Continente,2001,Viana do Castelo,Other,Early Career,Design,Security Guard,2.324191285900992,7,6,3.0,5,4.0,4.0,5,3.0,7,3.0,3.0,4,3.0,7,4.42,1,0,0,3.0,Heterosexual,Male,0,0,2,4000.04,5.11,4.0,4.33,4.0,4.67
6899,6899,Impresa,2009,Lisboa,Part-time,Mid-Level,Communications,Psychologist,2.9572797614804847,5,3,3.0,8,2.0,3.0,6,3.0,6,4.0,3.0,10,2.0,4,4.43,0,1,0,2.0,Gay/Lesbian,Female,1,0,1,21465.56,3.65,5.5,3.67,4.0,5.33
6900,6900,Chipidea,2020,Évora,Contract,Early Career,Other,English Teacher,2.9960231150211523,5,5,3.0,5,3.0,1.0,7,2.0,6,3.0,4.0,5,5.0,5,4.15,2,0,0,3.0,Heterosexual,Female,1,1,1,25411.55,4.33,4.0,3.67,3.75,5.0
6901,6901,Corticeira Amorim,2020,Portalegre,Other,Mid-Level,Legal,Licensed Vocational Nurse,2.401796500888029,4,6,4.0,6,4.0,3.0,7,2.0,4,3.0,3.0,5,2.0,6,4.23,1,1,0,3.0,Heterosexual,Male,0,0,0,24352.69,4.13,5.0,4.67,3.0,4.33
6902,6902,Pingo Doce,2015,Évora,Contract,Senior-Level,Communications,Business Operations Manager,2.6643548834422273,6,4,3.0,4,2.0,4.0,5,3.0,7,2.0,4.0,5,4.0,6,4.08,1,0,1,2.0,Heterosexual,Female,0,1,1,6541.28,4.22,3.5,3.67,4.0,5.0
6903,6903,Ironhack,2005,Bragança,Contract,Mid-Level,Business Development,Computer Programmer,3.4011959455489196,4,4,3.0,4,3.0,4.0,7,3.0,9,3.0,3.0,7,4.0,4,4.29,2,1,1,2.0,Heterosexual,Male,1,1,2,20543.41,3.8,3.5,4.67,4.5,5.0
6904,6904,Tranquilidade,2020,Aveiro,Full-time,Executive,Admin,ESL TESOL Teacher,4.8547217304466255,6,6,4.0,4,4.0,3.0,7,5.0,3,3.0,3.0,5,4.0,5,4.49,2,0,1,3.0,Other,Male,1,0,0,3984.21,5.62,4.0,4.67,3.5,4.67
6905,6905,MEO,2001,Setúbal,Other,Executive,Customer Service,Service Manager,2.9734411635737326,8,5,5.0,4,3.0,2.0,5,2.0,6,3.0,4.0,5,3.0,3,4.11,0,0,1,2.0,Other,Female,1,0,1,28891.07,5.32,4.5,3.33,3.75,3.67
6906,6906,Logoplaste,2020,Santarém,Internship,Senior-Level,Business Development,General Surgeon,2.6474051912662833,7,6,1.0,4,3.0,4.0,4,4.0,11,4.0,3.0,4,4.0,6,4.31,1,1,1,4.0,Gay/Lesbian,Female,1,0,2,29256.15,5.22,2.5,3.67,5.5,4.67
6907,6907,Move Interactive,2016,Bragança,Contract,Early Career,Sales,Computer Operator,2.2691252684384438,6,4,4.0,5,4.0,3.0,9,3.0,6,4.0,1.0,7,4.0,6,4.62,2,1,1,4.0,Heterosexual,Male,0,0,0,13895.29,4.09,4.5,5.33,3.5,5.67
6908,6908,Caixa Geral de Depósitos,2020,Faro,Internship,Mid-Level,Research & Development,Systems Analyst,3.086700300795967,5,5,2.0,9,4.0,3.0,3,2.0,6,2.0,1.0,8,3.0,6,4.32,2,0,0,1.0,Gay/Lesbian,Female,0,1,2,23942.45,4.36,5.5,3.33,2.75,5.67
6909,6909,Glintt,2020,Lisboa,Part-time,Early Career,Research & Development,Leasing Agent,4.758156073732101,7,6,2.0,5,1.0,4.0,6,5.0,6,4.0,0.0,3,2.0,4,3.97,2,1,1,3.0,Gay/Lesbian,Male,0,0,2,8421.82,5.92,3.5,3.67,3.75,3.0
6910,6910,CMS-Helmets,2015,Aveiro,Other,Early Career,Legal,President,4.0992398911736885,4,6,3.0,9,3.0,2.0,7,0.0,7,3.0,3.0,5,3.0,4,4.39,2,1,0,5.0,Other,Non-Binary,1,1,1,19928.32,4.7,6.0,4.0,3.25,4.0
6911,6911,Central de Cervejas,2015,Coimbra,Part-time,Early Career,Design,Statistician,3.350682540707478,5,5,3.0,8,2.0,2.0,6,2.0,7,4.0,3.0,6,3.0,8,4.59,0,0,0,4.0,Heterosexual,Female,0,0,2,19843.99,4.45,5.5,3.33,4.0,5.67
6912,6912,Delta Cafés,2001,Santarém,Part-time,Senior-Level,Operations,Nurse Practitioner,4.750145602946517,5,5,2.0,8,3.0,4.0,6,4.0,5,3.0,3.0,5,2.0,7,4.53,2,0,1,3.0,Heterosexual,Female,1,0,1,11662.17,4.92,5.0,4.33,3.75,4.67
6913,6913,Logoplaste,2020,Aveiro,Part-time,Mid-Level,Accounting & Finance,Investment Banker,4.000109318816327,5,5,2.0,5,2.0,4.0,5,2.0,8,4.0,2.0,8,2.0,13,4.7,1,1,0,5.0,Gay/Lesbian,Female,1,0,1,18002.64,4.67,3.5,3.67,4.0,7.67
6914,6914,Banco Comercial Português,2020,Bragança,Contract,Executive,Research & Development,Development Manager,3.5287052893819113,9,7,5.0,5,2.0,4.0,6,3.0,6,2.0,2.0,6,4.0,5,4.75,1,1,0,3.0,Heterosexual,Male,0,0,2,0.0,6.51,5.0,4.0,3.25,5.0
6915,6915,Cofina,2001,Coimbra,Part-time,Senior-Level,Management,Residential Counselor,3.739583137195949,6,4,2.0,7,2.0,3.0,13,3.0,5,4.0,2.0,6,4.0,7,4.85,0,0,0,5.0,Heterosexual,Male,0,1,1,26000.49,4.58,4.5,6.0,3.5,5.67
6916,6916,Glintt,2020,Madeira,Full-time,Executive,Legal,Deli Clerk,2.8442938908227315,7,8,3.0,5,4.0,3.0,7,5.0,5,2.0,2.0,6,5.0,5,4.69,1,0,0,4.0,Other,Male,0,0,1,11839.24,5.95,4.0,4.67,3.5,5.33
6917,6917,Sonae,2006,Açores,Contract,Executive,Operations,Construction Project Manager,2.3830760801452175,5,7,4.0,7,4.0,4.0,6,3.0,5,2.0,4.0,7,2.0,9,4.89,1,1,1,4.0,Heterosexual,Male,1,0,1,31076.19,4.79,5.5,4.67,3.5,6.0
6918,6918,Galp Energia,2020,Leiria,Full-time,Senior-Level,Tech,Medical Director,3.893443396720727,9,5,4.0,5,1.0,3.0,5,2.0,9,3.0,3.0,8,2.0,6,4.61,1,1,0,2.0,Heterosexual,Male,1,0,0,15035.94,5.96,4.5,3.0,4.25,5.33
6919,6919,Montepio,2020,Açores,Internship,Early Career,Tech,Sales Operations Manager,2.809957614988952,8,5,5.0,4,2.0,4.0,3,4.0,7,4.0,4.0,5,4.0,10,4.77,2,0,1,4.0,Heterosexual,Female,0,0,2,9961.41,5.27,4.5,3.0,4.75,6.33
6920,6920,The Navigator Company,2001,Viana do Castelo,Temporary,Senior-Level,Product,Principal,2.040733870212223,6,7,3.0,5,2.0,4.0,6,2.0,4,4.0,3.0,7,2.0,5,4.19,1,0,1,3.0,Other,Other,1,1,0,17269.86,5.01,4.0,4.0,3.25,4.67
6921,6921,Banco Comercial Português,2020,Porto,Contract,Early Career,Marketing,Cable Technician,0.3536158240392959,6,5,3.0,4,3.0,3.0,4,2.0,6,3.0,3.0,6,2.0,7,3.82,2,0,0,1.0,Heterosexual,Female,0,1,0,21797.07,3.78,3.5,3.33,3.5,5.0
6922,6922,Corticeira Amorim,2019,Aveiro,Part-time,Senior-Level,Accounting & Finance,Customer Care Representative,1.819338272509949,5,5,2.0,5,2.0,2.0,6,2.0,9,4.0,5.0,9,4.0,5,4.35,1,0,0,3.0,Heterosexual,Male,1,1,1,19981.09,3.94,3.5,3.33,5.0,6.0
6923,6923,UMM,2010,Santarém,Other,Executive,Production,Environmental Engineer,2.6789484651927693,4,9,4.0,5,2.0,3.0,6,4.0,4,3.0,4.0,6,3.0,3,4.23,2,0,1,2.0,Gay/Lesbian,Other,1,0,0,24638.57,5.23,4.5,3.67,3.75,4.0
6924,6924,Critical Software,2020,Madeira,Internship,Senior-Level,IT,Cleaner,3.4855937625089277,6,5,4.0,4,4.0,3.0,5,1.0,7,2.0,2.0,7,4.0,5,4.23,1,0,1,2.0,Heterosexual,Male,0,0,2,15500.96,4.83,4.0,4.0,3.0,5.33
6925,6925,Impresa,2001,Viana do Castelo,Part-time,Early Career,Marketing,Toxicologist,2.496588855528497,3,5,2.0,5,3.0,5.0,4,4.0,8,5.0,4.0,7,2.0,4,4.12,0,0,0,3.0,Heterosexual,Male,1,0,2,20812.55,3.5,3.5,4.0,5.25,4.33
6926,6926,Lactogal,2020,Setúbal,Temporary,Executive,Business Intelligence,Software Engineer,0.0,7,4,3.0,4,2.0,3.0,6,1.0,5,4.0,2.0,7,2.0,9,3.97,2,1,0,3.0,Heterosexual,Male,1,0,1,15696.91,3.67,3.5,3.67,3.0,6.0
6927,6927,Novo Banco,2020,Vila Real,Other,Mid-Level,Research & Development,President,2.8938245826340068,6,8,4.0,9,4.0,4.0,4,3.0,6,3.0,2.0,7,4.0,6,5.06,1,1,0,3.0,Heterosexual,Female,1,1,0,15843.41,5.63,6.5,4.0,3.5,5.67
6928,6928,UMM,2003,Leiria,Temporary,Early Career,Human Resources,Owner Operator,4.12644907075542,8,6,1.0,7,2.0,2.0,5,4.0,9,5.0,4.0,6,2.0,6,4.64,1,0,0,3.0,Other,Male,1,0,2,29592.97,6.04,4.0,3.0,5.5,4.67
6929,6929,Porto Editora,2020,Lisboa,Other,Early Career,Sales,President,4.220230036096598,6,5,3.0,5,2.0,4.0,8,4.0,6,2.0,3.0,7,3.0,6,4.56,0,0,0,2.0,Heterosexual,Male,0,1,0,28611.77,5.07,4.0,4.67,3.75,5.33
6930,6930,EFACEC,2020,Aveiro,Part-time,Senior-Level,Business Development,UI Developer,0.0,6,6,4.0,8,1.0,2.0,5,5.0,4,4.0,3.0,5,4.0,5,4.27,1,0,0,4.0,Gay/Lesbian,Female,0,1,0,18731.41,4.0,6.0,2.67,4.0,4.67
